time_s,roll_sensor1,pitch_sensor1,emg_rms_sensor1,roll_sensor2,pitch_sensor2,emg_rms_sensor2,roll_sensor3,pitch_sensor3,emg_rms_sensor3,labels
32.675676,79.55995412393919,1.6158402401715597,0.0053215348268533,129.9241804710484,4.533170113952996,0.0099616890927088,73.4648752943104,-20.22521447670462,0.0254980204300046,Swing phase
32.689189,79.84267314826978,1.7466396004904228,0.0053215348268533,129.62584499785729,4.069068239519416,0.0099616890927088,74.16998111336841,-18.1737186033379,0.0254980204300046,Swing phase
32.702703,80.03585073448423,1.897264773213961,0.005321651517316,129.2391470341282,3.5331384988669647,0.0099609288215037,75.19441195090961,-16.269195145094212,0.0254992776745341,Swing phase
32.716216,80.11886216164135,2.050762479881967,0.005321651517316,128.7890212583607,2.90926741193181,0.0099609288215037,76.45131351133935,-14.525655966414073,0.0254992776745341,Swing phase
32.72973,80.08864165831132,2.182100181037744,0.0053216344560101,128.31651354498393,2.224423501953145,0.0099608230294521,77.83451961426312,-12.917565256747151,0.0255002644262201,Swing phase
32.743243,79.95975427267494,2.2667204174780102,0.0053216344560101,127.86280956421751,1.5340166154525547,0.0099608230294521,79.24283296558225,-11.399009620310766,0.0255002644262201,Swing phase
32.756757,79.75735176018856,2.289215904988943,0.005348379782741,127.44311878356228,0.8843469906429546,0.0099523005961542,80.59862386861678,-9.9266710941101,0.0254022627420841,Swing phase
32.77027,79.50895165799547,2.245251841193313,0.005348379782741,127.04220102577888,0.2984161466173685,0.0099523005961542,81.85347008355154,-8.465094934247228,0.0254022627420841,Swing phase
32.783784,79.23881206052901,2.137130201282208,0.0072972308756794,126.63327803082632,-0.2115769034197415,0.0094392559121692,82.98572531025185,-6.977104170844708,0.0196938808094412,Swing phase
32.797297,78.96646068840751,1.9687729546670187,0.0072972308756794,126.1955916739196,-0.6350774066982057,0.0094392559121692,84.00020356608707,-5.418071397629117,0.0196938808094412,Swing phase
32.810811,78.70841983198392,1.7432117085454946,0.0069414780323904,125.72014279971796,-0.9663792665791914,0.0095010708573255,84.9257915624565,-3.745301350487565,0.0205122473668983,Swing phase
32.824324,78.4807647732182,1.462922331880543,0.0069414780323904,125.20836531057654,-1.2094511005213815,0.0095010708573255,85.79784246627688,-1.946215290401224,0.0205122473668983,Swing phase
